RARRES2P8	24.0778523193723
LINC01019	23.1130938016187
LINC01419	14.484639171942
MAGEA6	11.6101716734689
XAGE5	11.337842285909
ZBTB9	11.2743887330683
TFDP3	11.2070897626732
LINC01608	10.5328652604946
KCNU1	10.4340494391091
DCAF4L2	10.4232155352436
MYH4	10.2404659443983
SSX1	10.2201004572222
Y_RNA	10.1307057679789
CSAG1	10.0659274036438
MAGEA3	10.0428965787415
MAGEA1	10.0315822794083
COX7B2	10.0288926918348
DCAF8L1	9.90878965458111
MAGEA12	9.78840077366687
RPL41P1	9.65208356149837
RPL41P5	9.49975268640483
ANKFN1	9.43247047757031
MT-TP	9.2828324572319
MNX1-AS1	9.18556729640561
AC112220.2	9.1619149819246
TERT	9.10216723454665
AC009237.14	9.00107623645579
MAGEC2	8.87714840037541
LINC01667	8.74612957568497
TRIM71	8.56021513616301
LINC01287	8.55443345144597
POLR2F	8.41025038076026
PAGE4	8.38421672656185
B4GALNT2	8.3628813747685
AC020915.2	8.23117318346837
COL2A1	8.10786047353106
LINC00514	8.08570472661387
AC012306.2	8.08273753776991
AP000648.4	8.03642099299279
UPK3A	8.02047911171057
HOXA13	7.97647063836535
TINAG	7.89601590686023
GPC3	7.81966266989976
FER1L6	7.81590253383887
LINC01980	7.77067948789039
ODAM	7.73711681618525
MAGEC1	7.73420416195982
LINC00221	7.66681861323097
AC083899.1	7.66633738344729
LINC02163	7.59843474259062
GJD3	7.58289732750214
ISX	7.45418540287993
SNORD104	7.42443476298645
MCCD1	7.41484505225913
ASNSP1	7.41025300534559
CTNNA2	7.33197706196363
AC096921.2	7.32955134047429
CPLX2	7.31770712223098
REG3A	7.31713763137932
Metazoa_SRP	7.29771900483957
LIN28B	7.29016688258798
ALDH3A1	7.23901294148915
MAGEB2	7.19294168857095
LINC01234	7.15586911379931
ACTL8	7.10464792501123
TEX13C	7.05629742368227
LINC00355	7.04299855275097
MAGEB17	6.94386858427858
MIR4664	6.92793367357446
HOTTIP	6.91542705830123
AC073257.1	6.90406010507546
DCAF8L2	6.78469799936765
AC079807.1	6.77557661906822
AC007098.1	6.77389612271632
NPSR1-AS1	6.76473861148746
LINC01194	6.75402222931765
IGFBPL1	6.69761757436771
SLC6A11	6.63746180401222
IGDCC3	6.63351223442217
IGF2BP1	6.62813360564117
AC012668.3	6.57510555337231
LINC01517	6.56114402963442
MEP1A	6.54307443817202
DDX53	6.51937667477068
LINC01833	6.50793856154828
MIR1244-4	6.50425329466159
LINC01338	6.4617544363958
BAGE2	6.44324306423746
NPFFR2	6.41873714888353
HMGN2P17	6.37630782252109
AC097359.2	6.3543352384997
DSCR8	6.30234310413878
CST1	6.27926190534975
MIR325HG	6.27799758069439
PRAME	6.2761776491205
GJA10	6.26318903397575
NAA11	6.24542472348663
CSMD1	6.18075795576085
PDZK1P1	6.17432803093203
AC092687.3	6.15216914238356
CLCN3P1	6.14846180670158
ZNF716	6.12621569276375
